                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.47056,                0.26296,                0.99458,                0.88498,                0.87951,                0.92133,                0.69483,                 1.0086,                0.60439,                 1.5012,              1.189e-05,              1.189e-05,              1.189e-05
                     92,                0.45743,                0.24406,                0.98129,                0.87766,                0.89031,                0.92502,                0.69928,                 1.0115,                 0.6047,                 1.4937,               1.09e-05,               1.09e-05,               1.09e-05
                     93,                0.45167,                0.24219,                0.98061,                0.91297,                0.85728,                0.92375,                 0.7013,                 1.0089,                0.60194,                 1.4875,               9.91e-06,               9.91e-06,               9.91e-06
                     94,                0.43893,                0.22919,                0.97216,                 0.9201,                 0.8626,                0.92426,                0.70228,                 1.0041,                0.59872,                 1.4839,               8.92e-06,               8.92e-06,               8.92e-06
                     95,                0.43696,                0.23113,                0.96702,                 0.8915,                0.88311,                0.92414,                 0.7038,                 1.0009,                0.60182,                  1.492,               7.93e-06,               7.93e-06,               7.93e-06
                     96,                0.43268,                0.22434,                0.96844,                0.89513,                0.88283,                0.92313,                0.70246,                  1.008,                0.60863,                 1.4967,               6.94e-06,               6.94e-06,               6.94e-06
                     97,                0.43676,                0.22889,                0.96733,                0.89434,                0.88443,                0.92516,                0.70327,                 1.0065,                0.60203,                 1.4997,               5.95e-06,               5.95e-06,               5.95e-06
                     98,                0.43501,                0.22647,                0.96694,                0.93032,                0.85294,                 0.9253,                0.70162,                 1.0025,                0.59994,                 1.4954,               4.96e-06,               4.96e-06,               4.96e-06
                     99,                0.42989,                0.22212,                0.96323,                0.89196,                 0.8788,                0.92411,                0.69998,                 1.0031,                0.60975,                 1.4975,               3.97e-06,               3.97e-06,               3.97e-06
                    100,                0.42862,                0.22581,                0.97079,                0.90131,                0.87407,                0.92405,                0.69952,                 1.0033,                0.60528,                 1.4962,               2.98e-06,               2.98e-06,               2.98e-06
